Orthogroup	JU1373.longest	NIC58.longest	PX356.longest	PX439.longest	PX506.protein	PX534.longest	c_brenneri.longest	c_briggsae.longest	c_elegans.longest	c_inopinata.protein	c_nigoni.longest	c_remanei_washu.longest	c_sinica.longest
OG0030006			356_jg2914.t1										
OG0030007			356_jg2923.t1										
OG0030008			356_jg2956.t1										
OG0030009			356_jg2963.t1										
OG0030010			356_jg3114.t1										
OG0030011			356_jg3159.t1										
OG0030012			356_jg3164.t1										
OG0030013			356_jg3324.t1										
OG0030014			356_12783_t										
OG0030015			356_jg3586.t1										
OG0030016			356_jg3663.t1										
OG0030017			356_jg17323.t1										
OG0030018			356_jg17390.t1										
OG0030019			356_jg17392.t1										
OG0030020			356_jg17468.t1										
OG0030021			356_jg17518.t1										
OG0030022			356_jg17581.t1										
OG0030023			356_jg17718.t1										
OG0030024			356_jg17738.t1										
OG0030025			356_jg17740.t1										
OG0030026			356_jg17745.t1										
OG0030027			356_jg18983.t1										
OG0030028			356_jg19169.t1										
OG0030029			356_jg19331.t1										
OG0030030			356_jg19596.t1										
OG0030031			356_jg19623.t1										
OG0030032			356_jg19843.t1										
OG0030033			356_jg19929.t1										
OG0030034			356_jg20056.t1										
OG0030035			356_jg13483.t1										
OG0030036			356_jg13491.t1										
OG0030037			356_jg13522.t1										
OG0030038			356_jg13526.t1										
OG0030039			356_jg13528.t1										
OG0030040			356_jg13374.t1										
OG0030041			356_jg13384.t1										
OG0030042			356_jg13394.t1										
OG0030043			356_jg13433.t1										
OG0030044			356_jg13443.t1										
OG0030045				439_jg199.t1									
OG0030046				439_jg2377.t1									
OG0030047				439_jg2387.t1									
OG0030048				439_jg2399.t1									
OG0030049				439_jg2401.t1									
OG0030050				439_jg2435.t1									
OG0030051				439_jg2458.t1									
OG0030052				439_jg406.t1									
OG0030053				439_jg446.t1									
OG0030054				439_jg452.t1									
OG0030055				439_jg514.t1									
OG0030056				439_25117_t									
OG0030057				439_jg1424.t1									
OG0030058				439_jg1798.t1									
OG0030059				439_jg2342.t1									
OG0030060				439_jg7374.t1									
OG0030061				439_jg7518.t1									
OG0030062				439_jg7582.t1									
OG0030063				439_jg7591.t1									
OG0030064				439_jg7698.t1									
OG0030065				439_jg7839.t1									
OG0030066				439_jg8007.t1									
OG0030067				439_jg8009.t1									
OG0030068				439_jg8174.t1									
OG0030069				439_jg16712.t1									
OG0030070				439_jg16729.t1									
OG0030071				439_jg16885.t1									
OG0030072				439_jg17033.t1									
OG0030073				439_jg17034.t1									
OG0030074				439_jg17037.t1									
OG0030075				439_jg17234.t1									
OG0030076				439_jg17318.t1									
OG0030077				439_jg17354.t1									
OG0030078				439_jg17487.t1									
OG0030079				439_7944_t									
OG0030080				439_jg18039.t1									
OG0030081				439_jg18245.t1									
OG0030082				439_jg18631.t1									
OG0030083				439_jg18715.t1									
OG0030084				439_jg18741.t1									
OG0030085				439_jg18742.t1									
OG0030086				439_jg6136.t1									
OG0030087				439_jg6137.t1									
OG0030088				439_jg6347.t1									
OG0030089				439_jg6381.t1									
OG0030090				439_jg6468.t1									
OG0030091				439_jg6473.t1									
OG0030092				439_jg6527.t1									
OG0030093				439_jg6569.t1									
OG0030094				439_jg6676.t1									
OG0030095				439_jg6692.t1									
OG0030096				439_jg19019.t1									
OG0030097				439_jg19726.t1									
OG0030098				439_jg19910.t1									
OG0030099				439_jg19996.t1									
OG0030100				439_jg20205.t1									
OG0030101				439_jg20235.t1									
OG0030102				439_jg20287.t1									
OG0030103				439_jg20403.t1									
OG0030104				439_jg20498.t1									
OG0030105				439_jg20508.t1									
OG0030106				439_jg20538.t1									
OG0030107				439_jg20539.t1									
OG0030108				439_jg20598.t1									
OG0030109				439_jg20727.t1									
OG0030110				439_jg20748.t1									
OG0030111				439_jg20749.t1									
OG0030112				439_jg20802.t1									
OG0030113				439_jg20990.t1									
OG0030114				439_jg21002.t1									
OG0030115				439_jg21162.t1									
OG0030116				439_jg21223.t1									
OG0030117				439_jg21539.t1									
OG0030118				439_jg21582.t1									
OG0030119				439_jg21784.t1									
OG0030120				439_jg21811.t1									
OG0030121				439_jg21827.t1									
OG0030122				439_jg22307.t1									
OG0030123				439_jg22325.t1									
OG0030124				439_jg22517.t1									
OG0030125				439_jg22559.t1									
OG0030126				439_jg22571.t1									
OG0030127				439_jg22798.t1									
OG0030128				439_jg22999.t1									
OG0030129				439_jg23047.t1									
OG0030130				439_jg23156.t1									
OG0030131				439_jg23265.t1									
OG0030132				439_jg6943.t1									
OG0030133				439_jg7069.t1									
OG0030134				439_jg7072.t1									
OG0030135				439_jg7081.t1									
OG0030136				439_jg7125.t1									
OG0030137				439_jg14948.t1									
OG0030138				439_jg14988.t1									
OG0030139				439_jg15245.t1									
OG0030140				439_jg15296.t1									
OG0030141				439_jg6841.t1									
OG0030142				439_jg6922.t1									
OG0030143				439_jg6933.t1									
OG0030144				439_jg15468.t1									
OG0030145				439_jg15711.t1									
OG0030146				439_jg15816.t1									
OG0030147				439_jg15867.t1									
OG0030148				439_jg15953.t1									
OG0030149				439_jg15977.t1									
OG0030150				439_jg15999.t1									
OG0030151				439_jg16043.t1									
OG0030152				439_jg16046.t1									
OG0030153				439_jg16063.t1									
OG0030154				439_jg16077.t1									
OG0030155				439_jg16154.t1									
OG0030156				439_jg16203.t1									
OG0030157				439_jg16263.t1									
OG0030158				439_jg16264.t1									
OG0030159				439_jg16289.t1									
OG0030160				439_jg16292.t1									
OG0030161				439_jg8406.t1									
OG0030162				439_jg8.t1									
OG0030163				439_jg17.t1									
OG0030164				439_jg120.t1									
OG0030165				439_jg146.t1									
OG0030166				439_jg18748.t1									
OG0030167				439_jg18770.t1									
OG0030168				439_jg18783.t1									
OG0030169				439_jg18856.t1									
OG0030170				439_jg18858.t1									
OG0030171				439_jg18917.t1									
OG0030172				439_jg18966.t1									
OG0030173				439_jg18975.t1									
OG0030174				439_jg19060.t1									
OG0030175				439_jg19097.t1									
OG0030176				439_jg19165.t1									
OG0030177				439_jg19234.t1									
OG0030178				439_jg19266.t1									
OG0030179				439_jg19304.t1									
OG0030180				439_jg19385.t1									
OG0030181				439_jg19389.t1									
OG0030182				439_jg19420.t1									
OG0030183				439_jg19453.t1									
OG0030184				439_12431_t									
OG0030185				439_jg19519.t1									
OG0030186				439_jg19520.t1									
OG0030187				439_jg2709.t1									
OG0030188				439_jg2745.t1									
OG0030189				439_jg2747.t1									
OG0030190				439_jg2752.t1									
OG0030191				439_jg2781.t1									
OG0030192				439_jg2926.t1									
OG0030193				439_jg2927.t1									
OG0030194				439_jg3156.t1									
OG0030195				439_jg3201.t1									
OG0030196				439_jg3432.t1									
OG0030197				439_jg3500.t1									
OG0030198				439_jg3663.t1									
OG0030199				439_jg3776.t1									
OG0030200				439_jg3901.t1									
OG0030201				439_jg3906.t1									
OG0030202				439_jg3941.t1									
OG0030203				439_jg3976.t1									
OG0030204				439_jg4357.t1									
OG0030205				439_jg4487.t1									
OG0030206				439_4870_t									
OG0030207				439_jg4680.t1									
OG0030208				439_jg4815.t1									
OG0030209				439_jg4842.t1									
OG0030210				439_jg5054.t1									
OG0030211				439_jg5441.t1									
OG0030212				439_jg5573.t1									
OG0030213				439_jg5655.t1									
OG0030214				439_jg5657.t1									
OG0030215				439_jg5660.t1									
OG0030216				439_jg5674.t1									
OG0030217				439_jg5759.t1									
OG0030218				439_jg5777.t1									
OG0030219				439_jg5815.t1									
OG0030220				439_jg5871.t1									
OG0030221				439_jg5903.t1									
OG0030222				439_jg5922.t1									
OG0030223				439_jg11298.t1									
OG0030224				439_jg11386.t1									
OG0030225				439_jg11388.t1									
OG0030226				439_jg11538.t1									
OG0030227				439_jg11545.t1									
OG0030228				439_jg11571.t1									
OG0030229				439_jg11604.t1									
OG0030230				439_jg11741.t1									
OG0030231				439_jg11849.t1									
OG0030232				439_jg11863.t1									
OG0030233				439_jg12012.t1									
OG0030234				439_jg12022.t1									
OG0030235				439_jg12030.t1									
OG0030236				439_jg12075.t1									
OG0030237				439_jg12089.t1									
OG0030238				439_jg12090.t1									
OG0030239				439_jg12111.t1									
OG0030240				439_jg12268.t1									
OG0030241				439_jg12563.t1									
OG0030242				439_jg12953.t1									
OG0030243				439_jg12988.t1									
OG0030244				439_jg13336.t1									
OG0030245				439_jg13337.t1									
OG0030246				439_jg13391.t1									
OG0030247				439_jg13781.t1									
OG0030248				439_jg13796.t1									
OG0030249				439_jg13895.t1									
OG0030250				439_jg14084.t1									
OG0030251				439_jg14099.t1									
OG0030252				439_jg14243.t1									
OG0030253				439_jg14412.t1									
OG0030254				439_jg14483.t1									
OG0030255				439_jg14512.t1									
OG0030256				439_jg14516.t1									
OG0030257				439_jg14620.t1									
OG0030258				439_jg14652.t1									
OG0030259				439_jg14700.t1									
OG0030260				439_jg14780.t1									
OG0030261				439_jg14830.t1									
OG0030262				439_jg14840.t1									
OG0030263				439_jg14887.t1									
OG0030264				439_jg8853.t1									
OG0030265				439_jg8866.t1									
OG0030266				439_jg8963.t1									
OG0030267				439_jg9307.t1									
OG0030268				439_jg9680.t4									
OG0030269				439_jg10191.t1									
OG0030270				439_jg10340.t1									
OG0030271				439_jg10429.t1									
OG0030272				439_jg10444.t1									
OG0030273				439_jg10481.t1									
OG0030274				439_jg10558.t1									
OG0030275				439_jg10710.t1									
OG0030276				439_jg10753.t1									
OG0030277				439_jg10754.t1									
OG0030278				439_jg10765.t1									
OG0030279				439_jg10771.t1									
OG0030280				439_jg10814.t1									
OG0030281				439_jg10834.t1									
OG0030282				439_jg10837.t1									
OG0030283				439_jg10873.t1									
OG0030284				439_jg10903.t1									
OG0030285				439_jg11098.t1									
OG0030286				439_jg11174.t1									
OG0030287					KAF1745622.1								
OG0030288					KAF1745868.1								
OG0030289					KAF1745889.1								
OG0030290					KAF1745946.1								
OG0030291					KAF1746006.1								
OG0030292					KAF1746020.1								
OG0030293					KAF1746021.1								
OG0030294					KAF1746054.1								
OG0030295					KAF1746056.1								
OG0030296					KAF1746069.1								
OG0030297					KAF1746095.1								
OG0030298					KAF1746132.1								
OG0030299					KAF1746140.1								
OG0030300					KAF1746305.1								
OG0030301					KAF1746308.1								
OG0030302					KAF1746358.1								
OG0030303					KAF1746395.1								
OG0030304					KAF1746397.1								
OG0030305					KAF1746408.1								
OG0030306					KAF1746504.1								
OG0030307					KAF1746566.1								
OG0030308					KAF1746651.1								
OG0030309					KAF1746721.1								
OG0030310					KAF1746755.1								
OG0030311					KAF1746777.1								
OG0030312					KAF1746780.1								
OG0030313					KAF1746831.1								
OG0030314					KAF1746859.1								
OG0030315					KAF1746862.1								
OG0030316					KAF1746944.1								
OG0030317					KAF1746982.1								
OG0030318					KAF1746988.1								
OG0030319					KAF1747001.1								
OG0030320					KAF1747093.1								
OG0030321					KAF1747111.1								
OG0030322					KAF1747136.1								
OG0030323					KAF1747177.1								
OG0030324					KAF1747178.1								
OG0030325					KAF1747181.1								
OG0030326					KAF1747210.1								
OG0030327					KAF1747241.1								
OG0030328					KAF1747266.1								
OG0030329					KAF1747275.1								
OG0030330					KAF1747289.1								
OG0030331					KAF1747300.1								
OG0030332					KAF1747311.1								
OG0030333					KAF1747349.1								
OG0030334					KAF1747411.1								
OG0030335					KAF1747447.1								
OG0030336					KAF1747452.1								
OG0030337					KAF1747562.1								
OG0030338					KAF1747581.1								
OG0030339					KAF1747638.1								
OG0030340					KAF1747648.1								
OG0030341					KAF1747738.1								
OG0030342					KAF1747742.1								
OG0030343					KAF1747766.1								
OG0030344					KAF1747809.1								
OG0030345					KAF1747834.1								
OG0030346					KAF1747868.1								
OG0030347					KAF1747902.1								
OG0030348					KAF1747930.1								
OG0030349					KAF1747969.1								
OG0030350					KAF1748076.1								
OG0030351					KAF1748159.1								
OG0030352					KAF1748213.1								
OG0030353					KAF1748230.1								
OG0030354					KAF1748259.1								
OG0030355					KAF1748265.1								
OG0030356					KAF1748272.1								
OG0030357					KAF1748287.1								
OG0030358					KAF1748290.1								
OG0030359					KAF1748341.1								
OG0030360					KAF1748349.1								
OG0030361					KAF1748350.1								
OG0030362					KAF1748437.1								
OG0030363					KAF1748462.1								
OG0030364					KAF1748480.1								
OG0030365					KAF1748490.1								
OG0030366					KAF1748494.1								
OG0030367					KAF1748569.1								
OG0030368					KAF1748580.1								
OG0030369					KAF1748597.1								
OG0030370					KAF1748616.1								
OG0030371					KAF1748629.1								
OG0030372					KAF1748703.1								
OG0030373					KAF1748706.1								
OG0030374					KAF1748781.1								
OG0030375					KAF1748811.1								
OG0030376					KAF1748812.1								
OG0030377					KAF1748824.1								
OG0030378					KAF1748826.1								
OG0030379					KAF1748873.1								
OG0030380					KAF1748900.1								
OG0030381					KAF1748907.1								
OG0030382					KAF1748921.1								
OG0030383					KAF1748945.1								
OG0030384					KAF1749048.1								
OG0030385					KAF1749054.1								
OG0030386					KAF1749118.1								
OG0030387					KAF1749145.1								
OG0030388					KAF1749165.1								
OG0030389					KAF1749167.1								
OG0030390					KAF1749182.1								
OG0030391					KAF1749219.1								
OG0030392					KAF1749247.1								
OG0030393					KAF1749289.1								
OG0030394					KAF1749354.1								
OG0030395					KAF1749434.1								
OG0030396					KAF1749435.1								
OG0030397					KAF1749475.1								
OG0030398					KAF1749504.1								
OG0030399					KAF1749521.1								
OG0030400					KAF1749531.1								
OG0030401					KAF1749552.1								
OG0030402					KAF1749565.1								
OG0030403					KAF1749580.1								
OG0030404					KAF1749612.1								
OG0030405					KAF1749635.1								
OG0030406					KAF1749664.1								
OG0030407					KAF1749692.1								
OG0030408					KAF1749702.1								
OG0030409					KAF1749706.1								
OG0030410					KAF1749714.1								
OG0030411					KAF1749730.1								
OG0030412					KAF1749768.1								
OG0030413					KAF1749814.1								
OG0030414					KAF1749848.1								
OG0030415					KAF1749853.1								
OG0030416					KAF1749860.1								
OG0030417					KAF1749862.1								
OG0030418					KAF1749867.1								
OG0030419					KAF1749895.1								
OG0030420					KAF1749919.1								
OG0030421					KAF1749925.1								
OG0030422					KAF1749991.1								
OG0030423					KAF1749993.1								
OG0030424					KAF1750034.1								
OG0030425					KAF1750046.1								
OG0030426					KAF1750082.1								
OG0030427					KAF1750110.1								
OG0030428					KAF1750119.1								
OG0030429					KAF1750141.1								
OG0030430					KAF1750159.1								
OG0030431					KAF1750162.1								
OG0030432					KAF1750173.1								
OG0030433					KAF1750222.1								
OG0030434					KAF1750230.1								
OG0030435					KAF1750250.1								
